ind_id;ind_in_id;ind_it_id;ind_qty;ind_total
397;93;93;4729;614,6000934
398;1376;1376;5978;13291,65041
399;9231;9231;5620;32483,35548
400;359;359;4800;42949,88915
401;2167;2167;7199;10706,72621
402;432;432;3538;45736,54076
403;115;115;3644;35639,24066
404;1423;1423;7312;2818,895808
405;217;217;2293;22159,58229
406;3699;3699;3095;27875,09131
407;1186;1186;9083;33600,52376
408;1963;1963;9289;14981,68808
409;812;812;9192;3093,970568
410;1081;1081;1467;19979,02858
411;101;101;5260;38703,35794
412;2243;2243;8990;8468,163832
413;1049;1049;5585;37995,52256
414;9854;9854;846;49296,95239
415;1366;1366;6805;36339,94038
416;436;436;6767;31276,51211
417;461;461;4219;2859,950416
418;2771;2771;NULL;27423,24105
419;9595;9595;NULL;49065,13509
420;NULL;NULL;8188;33296,52994
421;1137;1137;7480;20190,51086
422;3529;3529;1874;7401,435849
423;9606;9606;6476;41069,51528
424;827;827;4116;3140,24992
425;1108;1108;9691;28118,03987
426;277;277;4298;45504,96575
427;901;901;10000;21702,88894
428;355;355;4167;2646,174493
429;2871;2871;93;21788,12
430;1339;1339;8786;36165,16899
431;9691;9691;6953;15697,51094
432;2666;2666;6722;34239,00627
433;539;539;2947;11027,50956
434;2648;2648;5485;1005,484723
435;51;51;1685;1681,727684
436;949;949;5148;36671,72312
437;194;194;3194;45103,78788
438;31;31;3600;33462,7822
439;839;839;9606;45224,95123
440;201;201;304;43605,46814
441;107;107;8226;14365,86821
442;151;151;5661;38364,49137
443;887;887;9442;3011,89786
444;9887;9887;2419;37175,8833
445;143;143;1224;25735,75008
446;822;822;6506;4415,64976
447;931;931;145;33290,46624
448;495;495;9730;2144,366667
449;NULL;NULL;3487;32389,71961
450;380;380;4610;36129,81631
451;9387;9387;7738;44075,10124
452;28;28;5188;23191,35904
453;147;147;5769;14226,51532
454;361;361;6541;49186,82554
455;1163;1163;8499;22759,37829
456;1551;1551;NULL;3305,290362
457;9622;9622;3745;4667,025481
458;9636;9636;8325;32498,99074
459;3306;3306;3082;24700,85594
460;3871;3871;3847;26654,61655
461;105;105;9347;6172,202367
462;535;535;7312;30954,34926
463;915;915;8127;43193,56808
464;124;124;3002;NULL
465;310;310;297;16928,80158
466;1080;1080;NULL;4281,517632
467;803;803;2335;4464,351667
468;7465;7465;2469;47440,65427
469;4141;4141;8521;36990,03783
470;86;86;9776;47615,2247
471;877;877;7305;49668,21726
472;4832;4832;437;NULL
473;1064;1064;7652;36172,72423
474;228;228;3205;19397,16822
475;3108;3108;7161;32198,28982
476;1279;1279;3914;5459,666953
477;9748;9748;9962;18930,66173
478;489;489;1819;31826,01949
479;832;832;2432;4389,537989
480;2557;2557;4056;3893,631978
481;825;825;2892;27404,49984
482;1976;1976;3185;23702,39011
483;3254;3254;4152;12214,49951
484;69;69;270;19558,52228
485;NULL;NULL;679;20256,45488
486;2179;2179;5484;35658,30369
487;5768;5768;1047;42090,06775
488;2146;2146;1764;42506,1519
489;9875;9875;953;20012,49095
490;1350;1350;6406;11840,68402
491;1060;1060;6986;28246,10643
492;3388;3388;7941;48376,43732
493;3205;3205;6824;32004,69764
494;576;576;111;12604,79715
495;1527;1527;9753;8761,926256
496;2032;2032;259;18570,33468
497;1100;1100;2993;NULL
498;939;939;99;37433,26577
499;6173;6173;2658;33411,51894
500;NULL;NULL;9145;45170,9233
501;559;559;84;36083,09628
502;818;818;NULL;32894,36567
503;399;399;8756;21271,39842
504;1475;1475;7985;NULL
505;9800;9800;370;6974,995489
506;1185;1185;2424;46300,42841
507;9942;9942;3050;4529,141963
508;526;526;6958;32721,50235
509;264;264;4532;49957,09208
510;2119;2119;8027;24677,93302
511;529;529;1854;40993,06922
512;623;623;6579;8766,848365
513;9159;9159;6680;30256,16381
514;282;282;1312;40933,3588
515;377;377;4268;48915,75237
516;2505;2505;189;773,3935028
517;1844;1844;661;5094,490901
518;211;211;5194;998,4658337
519;244;244;7042;14440,11704
520;9853;9853;7447;36613,68009
521;320;320;7519;10697,89439
522;42;42;9250;7535,264388
523;1809;1809;570;24838,73382
524;1802;1802;1515;11775,36573
525;9597;9597;2115;34451,86072
526;9403;9403;2789;35599,97025
527;NULL;NULL;9365;8743,931404
528;1189;1189;3613;49238,78738
529;913;913;7541;17663,51963
530;2188;2188;3452;23567,92708
531;548;548;6902;10635,24196
532;470;470;921;13627,95514
533;1067;1067;9863;18026,40118
534;9592;9592;9161;35519,14279
535;24;24;3288;36655,09619
536;9947;9947;3972;18306,44171
537;348;348;4136;20999,26631
538;96;96;5200;6133,101418
539;9559;9559;3782;16727,39462
540;191;191;7846;15914,0711
541;2122;2122;7630;15029,38031
542;1385;1385;8526;37534,95253
543;1418;1418;6515;35701,21161
544;619;619;3737;17412,13473
545;835;835;9100;1513,082674
546;9944;9944;9827;11245,64258
547;749;749;306;31584,52021
548;4593;4593;6628;37312,74763
549;9709;9709;2555;49460,68495
550;889;889;9922;31231,30413
551;177;177;9092;7510,306247
552;493;493;5066;7763,460422
553;265;265;5951;4130,217644
554;9623;9623;2652;819,5856823
555;94;94;5140;22713,62456
556;1432;1432;9895;37635,65891
557;9703;9703;9514;11244,36246
558;9683;9683;7240;21118,99993
559;9388;9388;5870;36819,5377
560;3808;3808;7581;21375,02524
561;9732;9732;3060;37556,497
562;5623;5623;9437;5290,354581
563;1920;1920;9417;15057,98272
564;255;255;1080;26389,165
565;558;558;1125;14042,69105
566;9801;9801;932;27365,11409
567;784;784;6717;40740,44718
568;561;561;7519;44737,02102
569;9695;9695;8024;4278,262613
570;884;884;296;30609,31067
571;1055;1055;6053;29774,12719
572;1269;1269;5461;48961,38948
573;9537;9537;1411;34271,07122
574;2509;2509;9197;48526,04594
575;267;267;9818;21584,29978
576;937;937;8993;23162,94185
577;8982;8982;2735;21834,05278
578;1084;1084;6833;7426,599091
579;167;167;2416;10262,28306
580;1918;1918;2288;23206,21813
581;4310;4310;2483;4015,450042
582;4861;4861;NULL;21431,18378
583;9913;9913;2736;49778,10243
584;1609;1609;1057;36432,2155
585;1619;1619;7619;16057,62083
586;633;633;4361;2871,781542
587;947;947;1836;9497,737493
588;9812;9812;4970;17206,8155
589;306;306;7210;12805,51823
590;97;97;4020;49019,43728
591;943;943;3394;7062,079249
592;632;632;4458;49880,26638
593;422;422;6897;19313,56372
594;1343;1343;9331;45352,36938
595;3514;3514;6202;28357,5741
596;741;741;4785;9739,025733
597;1627;1627;8193;22476,96981
598;132;132;9110;9312,046603
599;1779;1779;5435;3369,443679
600;9456;9456;2612;24147,96859
601;621;621;8167;20505,1954
602;NULL;NULL;3110;36847,49919
603;383;383;2787;33034,48501
604;442;442;8604;18851,37428
605;55;55;2258;1457,17694
606;9682;9682;3868;8548,916764
607;1425;1425;3630;23492,38921
608;607;607;3654;5604,171709
609;180;180;6755;29235,28591
610;9448;9448;2835;49550,6827
611;918;918;6148;15801,60613
612;1294;1294;7160;3817,763368
613;1748;1748;2680;10856,71688
614;2215;2215;4824;13613,31957
615;668;668;3582;17359,57519
616;1690;1690;5097;16125,31322
617;440;440;323;5512,25215
618;188;188;8380;28625,76723
619;961;961;1798;10331,54417
620;1016;1016;6720;11170,90951
621;719;719;9290;17867,37659
622;260;260;5962;23533,63169
623;9642;9642;9507;31931,50278
624;1774;1774;3499;5258,825331
625;9966;9966;4629;23547,23142
626;1562;1562;5838;29893,86082
627;32;32;9157;29647,82577
628;479;479;6131;38918,70183
629;9306;9306;5210;20168,47183
630;1358;1358;4411;11845,27404
631;755;755;1624;685,9720455
632;240;240;9883;12522,00618
633;9391;9391;7300;4057,155412
634;761;761;4221;36114,31447
635;316;316;4249;2701,022733
636;1155;1155;9178;17167,95085
637;1293;1293;9696;38396,69877
638;460;460;4132;30926,72815
639;431;431;8800;34975,03855
640;767;767;3750;7508,70407
641;708;708;730;29379,39234
642;9962;9962;8182;3893,565784
643;2267;2267;8216;37971,52959
644;33;33;4374;13254,83553
645;114;114;7872;33217,83116
646;2783;2783;6235;3244,315881
647;152;152;1778;39023,5495
648;439;439;2072;5700,244152
649;2133;2133;5749;27992,79419
650;400;400;1104;12232,26088
651;1171;1171;4461;4226,773583
652;2150;2150;9814;43851,20258
653;284;284;7311;48980,50243
654;243;243;8716;42198,53417
655;758;758;3322;6280,591994
656;9957;9957;2205;46971,56371
657;1682;1682;3603;4915,99641
658;142;142;9289;27775,65968
659;346;346;3974;45304,14287
660;557;557;6420;21563,31612
661;1326;1326;4711;28901,091
662;1575;1575;7500;34573,68737
663;9956;9956;8444;35435,69987
664;1213;1213;2344;17390,01186
665;50;50;1211;48864,71066
666;849;849;6265;3279,599945
667;9518;9518;9860;49760,60796
668;690;690;8460;24742,4024
669;1254;1254;575;10912,29683
670;183;183;4404;191,6243463
671;1386;1386;5402;27728,61446
672;38;38;6191;24585,524
673;168;168;9580;43650,72867
674;625;625;8048;2822,840099
675;164;164;5989;31791,51718
676;318;318;1107;13973,81081
677;824;824;7747;35562,10209
678;728;728;5132;18676,66725
679;659;659;5627;22040,99417
680;2009;2009;8395;20302,91554
681;4684;4684;4060;40870,31132
682;458;458;7085;23947,58161
683;159;159;382;10925,90765
684;775;775;4106;7936,210957
685;9544;9544;NULL;7618,500459
686;691;691;9950;6834,769462
687;1887;1887;1810;13541,50375
688;252;252;2572;11858,62125
689;1367;1367;8585;29833,72248
690;66;66;898;5729,459019
691;NULL;NULL;2043;12251,95444
692;236;236;5575;10621,03909
693;990;990;407;35622,58528
694;184;184;157;13411,72243
695;214;214;2379;28607,61307
696;2593;2593;9039;44805,70496
697;225;225;3231;18457,86591
698;1460;1460;9739;20581,51773
699;412;412;5872;14390,12488
700;1025;1025;3163;29938,23121
701;499;499;1606;3483,707925
702;205;205;6376;14281,1471
703;594;594;3318;44787,94732
704;290;290;1496;27801,16984
705;1133;1133;1344;34503,64642
706;1638;1638;5702;29641,24958
707;288;288;8270;200,4739131
708;9412;9412;233;46157,66234
709;6604;6604;9263;10407,01699
710;3493;3493;NULL;42306,78118
711;283;283;2726;11409,46162
712;895;895;2215;36239,32916
713;1560;1560;4458;5734,665508
714;516;516;8472;25001,22733
715;1533;1533;3662;30693,00481
716;9906;9906;5580;4953,509385
717;100;100;2360;23647,77973
718;9818;9818;7627;27499,48892
719;5679;5679;7118;9771,511406
720;567;567;4337;42029,94119
721;300;300;2394;39738,0962
722;9588;9588;9401;37901,98671
723;505;505;3693;44908,67993
724;510;510;1274;5182,837814
725;9741;9741;7561;37939,66991
726;475;475;8532;17107,57537
727;3106;3106;8830;38962,93872
728;9813;9813;4995;30239,00624
729;1259;1259;6033;24215,22703
730;2542;2542;7201;36985,81221
731;1176;1176;9010;45515,9449
732;342;342;2758;14980,58437
733;9463;9463;1369;4286,542374
734;928;928;1875;42102,76296
735;661;661;1968;16819,20761
736;1927;1927;4020;26589,16422
737;319;319;2018;29159,63429
738;109;109;741;33124,73781
739;1377;1377;5588;23432,56454
740;2656;2656;9038;27977,25088
741;3415;3415;8404;6634,295549
742;19;19;1680;17383,84141
743;1883;1883;1577;1451,604255
744;1565;1565;3309;37526,94129
745;347;347;5859;44319,9974
746;2767;2767;8684;26012,62528
747;4023;4023;7585;4886,373577
748;480;480;7103;10621,35795
749;2710;2710;6745;32718,71762
750;72;72;4578;23654,10369
751;4532;4532;18;21157,92524
752;956;956;1412;40958,37699
753;193;193;6114;10810,00632
754;799;799;5401;22360,18368
755;9604;9604;3478;40200,13501
756;287;287;3763;15581,72121
757;2249;2249;7913;19372,46717
758;9214;9214;5101;39605,10951
759;9;9;5758;39861,49993
760;833;833;2964;17396,07105
761;187;187;2515;40678,31086
762;175;175;707;19961,46767
763;608;608;2236;21942,43531
764;896;896;3032;23421,20478
765;2687;2687;253;46790,83628
766;406;406;9969;46428,87725
767;1315;1315;845;31952,78679
768;9998;9998;2583;13631,90255
769;3307;3307;6503;8182,019721
770;45;45;9642;4103,840587
771;62;62;3562;25793,87509
772;1057;1057;1618;40523,04192
773;9889;9889;2038;4066,92438
774;2787;2787;8080;31794,26053
775;9946;9946;5934;35395,64565
776;363;363;713;22354,25479
777;323;323;7823;36450,38246
778;274;274;384;7381,738633
779;9755;9755;5416;10862,84041
780;540;540;8877;11927,04463
781;257;257;946;12221,20179
782;9410;9410;1726;28341,58078
783;1313;1313;8250;47520,28861
784;894;894;1455;561,1233416
785;870;870;7183;15827,88698
786;85;85;7597;4557,567907
787;973;973;6645;4170,578045
788;2002;2002;5968;31926,35869
789;9798;9798;8398;1902,627946
790;1436;1436;8206;1237,486397
791;9571;9571;6107;7216,69705
792;916;916;6918;39554,52479
793;1219;1219;4984;43263,23787
794;74;74;2624;6036,493488
795;4846;4846;6522;37298,94002
796;1814;1814;7696;36672,82787
797;174;174;9444;45441,4061
798;2165;2165;8545;28030,39948
799;3404;3404;3055;40736,10501
800;53;53;5890;47891,12015
801;1107;1107;7838;44059,83849
802;641;641;5002;41254,47103
803;NULL;NULL;600;2439,338226
804;782;782;7104;28614,87704
805;9696;9696;1016;47860,2286
806;997;997;8401;30634,88332
807;1331;1331;9374;36891,45261
808;135;135;8034;29015,74579
809;1628;1628;9468;36964,53804
810;5611;5611;2764;17845,88023
811;1545;1545;5940;29131,33876
812;482;482;7529;11990,72854
813;1394;1394;9685;28742,26909
814;9479;9479;6881;27934,4553
815;1489;1489;2017;5174,869255
816;3272;3272;789;12336,73008
817;299;299;2458;22441,17906
818;3062;3062;780;21381,31197
819;9819;9819;5850;7593,317799
820;1450;1450;2657;42233,26838
821;933;933;3324;42258,29921
822;7028;7028;4878;26,42809415
823;1673;1673;4186;11729,2746
824;76;76;8298;6944,533324
825;378;378;3534;46887,14354
826;490;490;6644;36239,3503
827;952;952;6635;47259,80405
828;469;469;9415;48030,43089
829;797;797;1557;44495,3205
830;1957;1957;8238;48722,81777
831;2494;2494;1270;26912,84869
832;9692;9692;9279;8419,982976
833;1302;1302;7330;16645,63362
834;508;508;9526;12971,72027
835;88;88;1039;17867,20614
836;9828;9828;5945;20966,73077
837;3674;3674;1126;25902,24255
838;752;752;1146;18905,41158
839;9799;9799;439;2700,894746
840;90;90;8783;35193,00366
841;98;98;8224;17666,11529
842;1119;1119;8611;25154,83225
843;730;730;6501;44961,82066
844;1266;1266;5633;34056,74772
845;1327;1327;2265;22106,14764
846;7954;7954;8579;45225,96851
847;575;575;7233;10812,2557
848;2224;2224;8104;15328,78257
849;680;680;606;861,6242329
850;368;368;5733;24962,20995
851;465;465;5238;14231,64881
852;723;723;8663;NULL
853;219;219;2695;24060,09413
854;2127;2127;398;20437,08168
855;68;68;2566;48502,83663
856;2299;2299;2960;5632,820938
857;408;408;815;44033,4104
858;902;902;2303;29525,19643
859;2627;2627;3569;45494,8049
860;3060;3060;4372;31727,7335
861;9948;9948;1765;11620,87829
862;311;311;9960;33375,07927
863;172;172;6476;38861,02172
864;823;823;1230;34520,42529
865;9955;9955;1494;38241,72026
866;371;371;6662;40933,03154
867;136;136;NULL;20711,35578
868;1333;1333;198;45345,09491
869;3732;3732;158;15770,54882
870;18;18;5842;10067,24916
871;2429;2429;6073;34208,13849
